record_id,occurence_month,ncic,total_number_of_victims,total_number_of_individual_victims,suspects_race_as_a_group,total_number_of_suspects,most_serious_ucr,most_serious_ucr_type,most_serious_location,most_serious_bias,most_serious_bias_type,most_serious_victim_type,weapon_type,offensive_act,is_multiple_bias,total_number_of_individual_victims_adult,total_number_of_individual_victims_juvenile,total_number_of_suspects_adult,total_number_of_suspects_juvenile,suspects_ethnicity_as_a_group,data_loaded_at
CA01-0000001751,1/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001752,1/1/2001,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001753,1/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001754,1/1/2001,3801,4,4,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001755,1/1/2001,3801,1,1,White,2,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001756,3/1/2001,3801,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001757,3/1/2001,3801,3,3,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001758,4/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001759,4/1/2001,3801,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001760,4/1/2001,3801,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001761,4/1/2001,3801,1,1,Asian/Pacific Islander,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001762,4/1/2001,3801,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Government,,Other,,,,,,,11/15/2023 11:01
CA01-0000001763,4/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001764,4/1/2001,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001765,4/1/2001,3801,2,2,Black or African American,3,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Other,,,,,,,11/15/2023 11:01
CA01-0000001766,4/1/2001,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001767,4/1/2001,3801,2,2,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001768,4/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001769,5/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001770,5/1/2001,3801,1,1,White,2,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001771,5/1/2001,3801,1,1,White,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001772,6/1/2001,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Specialty Store (TV/Fur/etc.),Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001773,6/1/2001,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Convenience Store,Anti-Transgender,Gender Nonconforming,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001774,6/1/2001,3801,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001775,6/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Daubing of swastika,,,,,,,11/15/2023 11:01
CA01-0000001776,6/1/2001,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001777,6/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001778,6/1/2001,3801,2,2,Group of Multiple Races,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001779,6/1/2001,3801,1,1,White,2,Aggravated Assault,Violent Crimes,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001780,6/1/2001,3801,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001781,6/1/2001,3801,1,1,Group of Multiple Races,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001782,6/1/2001,3801,1,1,Unknown,0,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001783,6/1/2001,3801,2,2,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001784,6/1/2001,3801,1,1,White,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001785,6/1/2001,3801,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Other,,,,,,,11/15/2023 11:01
CA01-0000001786,6/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001787,7/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001788,7/1/2001,3801,1,1,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001789,7/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Jewish,Religion,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001790,7/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001791,7/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001792,8/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001793,8/1/2001,3801,3,3,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Rifle,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001794,8/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001795,8/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001796,8/1/2001,3801,1,1,Group of Multiple Races,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001797,8/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001798,8/1/2001,3801,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001799,9/1/2001,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001800,9/1/2001,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001801,9/1/2001,3801,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001802,9/1/2001,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001803,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001804,9/1/2001,3801,2,2,Unknown,0,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001805,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Religious,,Other,,,,,,,11/15/2023 11:01
CA01-0000001806,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001807,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001808,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001809,9/1/2001,3801,1,1,White,2,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001810,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001811,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001812,9/1/2001,3801,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001813,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Restaurant,Anti-Islamic (Muslim),Religion,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001814,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Islamic (Muslim),Religion,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001815,9/1/2001,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001816,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Other,,,,,,,11/15/2023 11:01
CA01-0000001817,9/1/2001,3801,1,1,Asian/Pacific Islander,1,Destruction/Damage/Vandalism,Property Crimes,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001818,9/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Air/Bus/Train Terminal,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001819,9/1/2001,3801,1,1,White,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001820,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Religious,,Other,,,,,,,11/15/2023 11:01
CA01-0000001821,9/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001822,9/1/2001,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-White,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001823,9/1/2001,3801,2,2,White,1,Intimidation,Violent Crimes,Bar/Night Club,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001824,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001825,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001826,9/1/2001,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001827,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001828,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001829,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001830,9/1/2001,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001831,9/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001832,9/1/2001,3801,2,2,White,3,Intimidation,Violent Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001833,9/1/2001,3801,3,3,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001834,9/1/2001,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001835,9/1/2001,3801,1,1,Black or African American,5,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001836,9/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001837,9/1/2001,3801,2,2,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001838,9/1/2001,3801,1,1,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Jewish,Religion,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001839,9/1/2001,3801,1,1,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001840,9/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Other,,,,,,,11/15/2023 11:01
CA01-0000001841,9/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001842,9/1/2001,3801,2,2,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001843,9/1/2001,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001844,10/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001845,10/1/2001,3801,1,1,White,1,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001846,10/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA01-0000001847,10/1/2001,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Other,,,,,,,11/15/2023 11:01
CA01-0000001848,10/1/2001,3801,1,1,White,1,Intimidation,Violent Crimes,Bar/Night Club,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001849,10/1/2001,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA01-0000001850,10/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001851,10/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Grocery/Supermarket,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001852,10/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA01-0000001853,10/1/2001,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Bar/Night Club,Anti-White,Race/Ethnicity/Ancestry,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA01-0000001854,8/1/2001,3801,2,2,White,13,Robbery,Violent Crimes,School/college,Anti-White,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
